name,symbol,circulating-supply,market-cap,24h-price-change,7d-price-change,price,volume
ZIMBOCASH,ZASH,"1,127,155,655 ZASH","$4.74M $4,736,955",1.68%,3.10%,$0.00 ,"$25,199 5,995,976 ZASH"
Neurotoken,NTK,"78,906,618 NTK","$4.78M $4,784,001",2.42%,19.39%,$0.06 ,"$4,725 77,925 NTK"
Pundi X NEM,NPXSXEM,"18,415,166,845 NPXSXEM","$5.27M $5,269,066",18.11%,30.89%,$0.00 ,"$7,837 27,390,102 NPXSXEM"
Big Data Protocol,BDP,"25,734,265 BDP","$4.73M $4,731,558",15.28%,14.97%,$0.18 ,"$1,532,235 8,333,608 BDP"
Razor Network,RAZOR,"87,758,446 RAZOR","$4.70M $4,703,605",9.36%,44.09%,$0.05 ,"$187,927 3,506,279 RAZOR"
Digitex,DGTX,"931,035,715 DGTX","$4.73M $4,729,387",8.98%,37.85%,$0.01 ,"$1,120,200 220,524,623 DGTX"
Opacity,OPCT,"80,456,100 OPCT","$4.74M $4,737,476",3.94%,33.99%,$0.06 ,"$130,776 2,220,948 OPCT"
Era Swap,ES,"997,282,758 ES","$4.73M $4,728,844",2.40%,15.72%,$0.00 ,"$8,849 1,866,164 ES"
PolkaFoundry,PKF,"20,765,735 PKF","$4.70M $4,704,406",16.05%,39.98%,$0.23 ,"$149,949 661,891 PKF"
SYNC Network,SYNC,"119,024,262 SYNC","$4.69M $4,693,547",12.02%,36.82%,$0.04 ,"$52,025 1,319,312 SYNC"
Parachute,PAR,"634,226,440 PAR","$4.71M $4,709,454",13.06%,26.49%,$0.01 ,"$231,153 31,129,630 PAR"
Monolith,TKN,"33,109,551 TKN","$4.67M $4,672,194",5.35%,26.22%,$0.14 ,"$1,553 11,003 TKN"
SynchroBitcoin,SNB,"79,536,465 SNB","$4.68M $4,684,874",0.16%,14.58%,$0.06 ,"$76 1,295 SNB"
HitChain,HIT,"61,440,000,000 HIT","$4.72M $4,716,667",25.85%,37.89%,$0.00 ,"$423,645 5,518,467,264 HIT"
SingularDTV,SNGLS,"600,000,000 SNGLS","$4.45M $4,453,661",14.48%,31.90%,$0.01 ,"$143,869 19,382,175 SNGLS"
Ruff,RUFF,"980,500,000 RUFF","$4.63M $4,630,318",20.09%,30.19%,$0.00 ,"$516,782 109,431,970 RUFF"
CONTRACOIN,CTCN,"39,375,219 CTCN","$4.60M $4,596,669",9.20%,5.28%,$0.12 ,"$102,341 876,658 CTCN"
NaPoleonX,NPX,"25,330,000 NPX","$4.60M $4,596,998",25.56%,41.98%,$0.18 ,"$1,601 8,819 NPX"
MIR COIN,MIR,"780,627,481 MIR","$4.73M $4,726,375",9.55%,15.91%,$0.01 ,"$46,445 7,671,125 MIR"
BOOM,BOOM,"778,748,170 BOOM","$4.57M $4,571,005",7.28%,15.73%,$0.01 ,"$1,028,487 175,220,166 BOOM"
MurAll,PAINT,"8,718,275,009 PAINT","$4.56M $4,556,719",18.41%,42.50%,$0.00 ,"$350,161 669,955,121 PAINT"
Rupiah Token,IDRT,"66,274,146,176 IDRT","$4.54M $4,536,974",0.32%,2.49%,$0.00 ,"$1,413,466 20,647,291,698 IDRT"
Geeq,GEEQ,"9,122,222 GEEQ","$4.49M $4,489,496",8.54%,7.41%,$0.49 ,"$273,701 556,134 GEEQ"
Genaro Network,GNX,"273,721,061 GNX","$4.50M $4,500,385",18.58%,35.19%,$0.02 ,"$505,096 30,720,776 GNX"
AAX Token,AAB,"7,500,005 AAB","$4.51M $4,507,799",16.62%,29.58%,$0.60 ,"$111,899 186,176 AAB"
Cobak Token,CBK,"2,808,660 CBK","$4.44M $4,444,905",27.14%,51.39%,$1.58 ,"$18,284 11,553 CBK"
Safex Token,SFT,"1,885,974,016 SFT","$4.48M $4,479,723",21.36%,34.64%,$0.00 ,"$3,334 1,403,612 SFT"
eBoost,EBST,"99,990,002 EBST","$4.44M $4,442,454",14.14%,50.36%,$0.04 ,"$885 19,912 EBST"
bitCNY,BITCNY,"28,245,600 BITCNY","$4.45M $4,451,804",0.89%,0.10%,$0.16 ,"$2,133,210 13,534,694 BITCNY"
NuBits,USNBT,"10,981,667 USNBT","$4.42M $4,416,369",20.59%,20.55%,$0.40 ,"$4,677 11,631 USNBT"
Mettalex,MTLX,"1,123,003 MTLX","$4.40M $4,402,126",11.22%,23.47%,$3.92 ,"$2,129,960 543,363 MTLX"
Gem Exchange And Trading,GXT,"44,614,628 GXT","$4.39M $4,388,556",2.91%,28.43%,$0.10 ,"$150,186 1,526,811 GXT"
Float Protocol,BANK,"58,013 BANK","$4.36M $4,361,659",10.04%,42.08%,$75.18 ,"$426,508 5,673 BANK"
SIRIN LABS Token,SRN,"491,820,906 SRN","$4.35M $4,347,512",13.35%,32.01%,$0.01 ,"$120,239 13,602,266 SRN"
KeeperDAO,ROOK,"36,430 ROOK","$4.33M $4,331,401",8.46%,34.07%,$118.90 ,"$2,079,944 17,494 ROOK"
Phore,PHR,"24,359,809 PHR","$4.34M $4,342,569",3.44%,25.02%,$0.18 ,"$8,145 45,688 PHR"
Prosper,PROS,"4,474,804 PROS","$4.35M $4,346,049",21.64%,26.27%,$0.97 ,"$1,004,573 1,034,334 PROS"
Leverj Gluon,L2,"289,391,431 L2","$4.33M $4,330,605",3.72%,35.23%,$0.01 ,"$72,483 4,843,651 L2"
Urus,URUS,"470,000 URUS","$4.30M $4,295,318",0.31%,34.59%,$9.14 ,"$739,943 80,966 URUS"
Cryptopay,CPAY,"68,380,685 CPAY","$4.29M $4,293,413",6.24%,27.35%,$0.06 ,--
Hiveterminal Token,HVN,"500,000,000 HVN","$4.22M $4,217,902",3.69%,35.03%,$0.01 ,"$158,702 18,812,960 HVN"
Beyond Finance,BYN,"5,621,225 BYN","$4.30M $4,297,083",4.16%,23.49%,$0.76 ,"$4,486,053 byn5,868,426"
Starname,IOV,"95,851,666 IOV","$4.30M $4,303,041",6.74%,14.80%,$0.04 ,"$124,485 2,772,942 IOV"
Hydro Protocol,HOT,"702,000,000 HOT","$4.30M $4,301,610",15.33%,29.34%,$0.01 ,"$421,058 68,714,502 HOT"
SoMee.Social,ONG,"98,945,175 ONG","$4.26M $4,262,770",13.99%,13.39%,$0.04 ,"$198 4,605 ONG"
DECOIN,DTEP,"54,978,503 DTEP","$4.23M $4,230,513",8.19%,16.70%,$0.08 ,"$286,291 3,720,549 DTEP"
Kambria,KAT,"2,187,206,123 KAT","$4.25M $4,246,037",19.01%,33.66%,$0.00 ,"$27,650 14,243,125 KAT"
Effect.AI,EFX,"252,168,527 EFX","$4.23M $4,230,241",9.44%,37.05%,$0.02 ,"$40,371 2,406,578 EFX"
Swarm,SWM,"78,189,670 SWM","$4.20M $4,198,962",13.57%,24.18%,$0.05 ,"$32,118 598,067 SWM"
Epic Cash,EPIC,"11,612,008 EPIC","$4.20M $4,200,145",39.74%,29.95%,$0.36 ,"$19,622 54,249 EPIC"
OIN Finance,OIN,"27,572,434 OIN","$4.20M $4,202,957",17.25%,36.97%,$0.15 ,"$258,848 1,698,105 OIN"
IG Gold,IGG,"8,856,541,707 IGG","$4.19M $4,193,179",17.84%,41.10%,$0.00 ,"$26,669 56,327,743 IGG"
Auctus,AUC,"52,950,390 AUC","$4.21M $4,208,339",11.33%,38.35%,$0.08 ,"$9,193 115,663 AUC"
Spiking,SPIKE,"442,894,598 SPIKE","$4.18M $4,182,048",61.27%,69.99%,$0.01 ,--
Conceal,CCX,"11,687,074 CCX","$4.17M $4,167,330",52.77%,0.86%,$0.36 ,"$290,333 814,225 CCX"
Equalizer,EQZ,"9,850,000 EQZ","$4.17M $4,168,069",15.96%,38.74%,$0.42 ,"$175,404 414,515 EQZ"
Precium,PCM,"749,550,000 PCM","$4.18M $4,180,384",17.07%,19.82%,$0.01 ,"$104,724 18,777,229 PCM"
Raven Protocol,RAVEN,"4,437,302,193 RAVEN","$4.16M $4,163,295",6.03%,39.34%,$0.00 ,"$1,975 2,105,493 RAVEN"
YOU COIN,YOU,"556,120,198 YOU","$4.16M $4,155,588",9.44%,15.90%,$0.01 ,"$931,437 124,649,263 YOU"
Deri Protocol,DERI,"47,638,409 DERI","$4.14M $4,143,425",8.01%,16.33%,$0.09 ,"$345,362 3,970,742 DERI"
Footballcoin,XFC,"374,660,526 XFC","$4.13M $4,130,750",0.17%,0.27%,$0.01 ,"$570,076 51,706,140 XFC"
Ares Protocol,ARES,"68,605,322 ARES","$4.09M $4,091,350",21.28%,36.72%,$0.06 ,"$3,201,528 53,684,444 ARES"
Kira Network,KEX,"12,532,083 KEX","$4.09M $4,093,679",9.76%,30.87%,$0.33 ,"$1,325,699 4,058,395 KEX"
HEROcoin,PLAY,"248,635,772 PLAY","$4.05M $4,052,660",19.70%,20.57%,$0.02 ,"$37,298 2,288,275 PLAY"
AntiMatter,MATTER,"11,184,942 MATTER","$4.16M $4,164,219",4.87%,31.78%,$0.37 ,"$579,317 1,556,024 MATTER"
EarnX,EARNX,"7,176,284,357,616 EARNX","$4.06M $4,063,930",6.82%,25.55%,$0.00 ,"$42,608 75,240,014,368 EARNX"
BitcoinZ,BTCZ,"9,502,646,866 BTCZ","$4.05M $4,050,310",14.43%,21.26%,$0.00 ,"$10,259 24,069,065 BTCZ"
Unitrade,TRADE,"28,455,622 TRADE","$4.04M $4,035,901",0.44%,26.98%,$0.14 ,"$428,061 3,018,097 TRADE"
Medicalchain,MTN,"320,948,761 MTN","$4.06M $4,059,585",11.85%,27.82%,$0.01 ,"$362,333 28,645,891 MTN"
FortKnoxster,FKX,"149,077,343 FKX","$4.03M $4,032,060",19.64%,54.90%,$0.03 ,"$240,683 8,898,789 FKX"
Niftyx Protocol,SHROOM,"51,386,058 SHROOM","$4.11M $4,111,013",10.61%,48.89%,$0.08 ,"$250,717 3,133,866 SHROOM"
Pawtocol,UPI,"252,924,377 UPI","$4.01M $4,008,224",5.56%,40.12%,$0.02 ,"$59,659 3,764,587 UPI"
BioPassport Token,BIOT,"516,482,722 BIOT","$4.00M $4,003,233",17.09%,46.76%,$0.01 ,"$276,546 35,678,935 BIOT"
QunQun,QUN,"729,777,775 QUN","$3.99M $3,993,467",12.10%,31.37%,$0.01 ,"$472,337 86,316,154 QUN"
NAOS Finance,NAOS,"8,804,863 NAOS","$3.98M $3,982,919",14.24%,29.20%,$0.45 ,"$1,566,851 3,463,767 NAOS"
LuaSwap,LUA,"91,070,325 LUA","$3.91M $3,910,182",9.83%,17.05%,$0.04 ,"$91,515 2,131,431 LUA"
Polkacover,CVR,"28,966,694 CVR","$3.97M $3,966,760",8.15%,30.97%,$0.14 ,"$236,492 1,726,947 CVR"
THEKEY,TKY,"6,210,789,109 TKY","$3.93M $3,933,313",4.46%,31.49%,$0.00 ,"$119,726 189,049,825 TKY"
Standard Protocol,STND,"7,661,379 STND","$3.90M $3,898,055",17.78%,41.54%,$0.51 ,"$292,366 574,627 STND"
Monavale,MONA,"7,893 MONA","$3.94M $3,942,425",10.05%,43.82%,$499.47 ,"$25,229 51 MONA"
Metis,METIS,"698,411 METIS","$3.88M $3,878,249",1.71%,12.48%,$5.55 ,"$149,811 26,979 METIS"
Idena,IDNA,"44,717,231 IDNA","$3.97M $3,974,194",10.68%,27.27%,$0.09 ,"$39,143 440,431 IDNA"
Odyssey,OCN,"8,000,000,000 OCN","$3.89M $3,887,246",24.99%,40.81%,$0.00 ,"$666,617 1,371,906,534 OCN"
carVertical,CV,"7,625,478,192 CV","$3.93M $3,926,981",2.04%,26.20%,$0.00 ,"$98,162 190,612,548 CV"
BOLT,BOLT,"991,283,100 BOLT","$3.95M $3,952,637",6.70%,22.52%,$0.00 ,"$83,152 20,853,713 BOLT"
ASKO,ASKO,"128,150,036 ASKO","$3.91M $3,908,785",0.39%,16.84%,$0.03 ,"$823,405 26,995,442 ASKO"
AGAr,AGAR,"15,988 AGAR","$3.89M $3,893,012",7.35%,24.50%,$243.50 ,"$1,317 5 AGAR"
EDUCare,EKT,"724,297,908 EKT","$3.86M $3,862,721",22.88%,25.07%,$0.01 ,"$2,013,971 377,639,292 EKT"
Fatcoin,FAT,"113,655,308 FAT","$3.87M $3,874,961",3.13%,15.87%,$0.03 ,"$1,549,641 45,452,057 FAT"
Digix Gold Token,DGX,"74,659 DGX","$3.88M $3,878,883",0.51%,8.37%,$51.95 ,"$85,266 1,641 DGX"
Wings,WINGS,"99,999,994 WINGS","$3.87M $3,867,029",9.04%,46.64%,$0.04 ,"$12,339 319,089 WINGS"
YF Link,YFL,"51,503 YFL","$3.84M $3,842,386",15.76%,30.11%,$74.61 ,"$326,633 4,378 YFL"
Argon,ARGON,"68,451,547 ARGON","$3.83M $3,830,664",17.52%,43.80%,$0.06 ,"$267,564 4,781,204 ARGON"
Eminer,EM,"1,454,500,099 EM","$3.82M $3,820,843",18.11%,30.91%,$0.00 ,"$691,443 263,215,061 EM"
Oddz,ODDZ,"12,590,000 ODDZ","$3.81M $3,808,908",23.97%,48.42%,$0.30 ,"$1,037,371 3,428,935 ODDZ"
Incent,INCNT,"46,016,354 INCNT","$3.80M $3,799,847",5.87%,11.24%,$0.08 ,"$261,676 3,168,917 INCNT"
Primecoin,XPM,"36,693,811 XPM","$3.77M $3,773,454",5.42%,22.04%,$0.10 ,"$947,682 9,215,450 XPM"
Pluton,PLU,"852,000 PLU","$3.84M $3,835,720",8.72%,25.09%,$4.50 ,"$343,633 76,329 PLU"
Seedify.fund,SFUND,"4,922,629 SFUND","$3.77M $3,774,996",25.40%,41.66%,$0.77 ,"$1,539,330 2,007,300 SFUND"
Fuse Network,FUSE,"55,045,523 FUSE","$3.74M $3,737,970",3.07%,27.99%,$0.07 ,"$437,492 6,442,526 FUSE"
StackOs,STACK,"117,798,208 STACK","$3.75M $3,753,352",3.22%,25.79%,$0.03 ,"$167,694 5,263,046 STACK"
Airbloc,ABL,"252,376,419 ABL","$3.72M $3,717,719",8.52%,41.51%,$0.01 ,"$7,599 515,835 ABL"
Mogul Productions,STARS,"297,375,326 STARS","$3.72M $3,717,128",12.67%,17.99%,$0.01 ,"$116,111 9,289,021 STARS"
SmartMesh,SMT,"1,340,519,343 SMT","$3.66M $3,658,374",18.37%,35.90%,$0.00 ,"$281,168 103,026,876 SMT"
Chain Guardians,CGG,"20,634,412 CGG","$3.70M $3,702,458",16.83%,46.93%,$0.18 ,"$340,281 1,896,441 CGG"
Rotharium,RTH,"3,577,270 RTH","$3.63M $3,633,881",6.65%,33.87%,$1.02 ,"$169,703 167,059 RTH"
World Token,WORLD,"89,716,507 WORLD","$3.66M $3,661,979",14.81%,43.30%,$0.04 ,"$42,617 1,044,083 WORLD"
Kcash,KCASH,"445,499,083 KCASH","$3.61M $3,611,935",23.06%,32.52%,$0.01 ,"$1,095,165 135,078,623 KCASH"
Fractal,FCL,"16,595,271 FCL","$3.62M $3,615,145",8.38%,27.07%,$0.22 ,"$149,859 687,927 FCL"
Filecash,FIC,"25,718,348 FIC","$3.59M $3,594,414",6.50%,28.50%,$0.14 ,"$148,288 1,061,013 FIC"
Indexed Finance,NDX,"854,801 NDX","$3.58M $3,576,316",13.29%,37.36%,$4.18 ,"$67,042 16,024 NDX"
Umbrella Network,UMB,"18,282,511 UMB","$3.57M $3,570,495",13.63%,39.39%,$0.20 ,"$1,154,327 5,910,665 UMB"
CACHE Gold,CGT,"62,294 CGT","$3.57M $3,567,983",0.40%,4.42%,$57.28 ,"$183,833 3,210 CGT"
YFDAI.FINANCE,YF-DAI,"3,986 YF-DAI","$3.55M $3,552,069",22.04%,36.88%,$891.14 ,"$1,240,117 1,392 YF-DAI"
BlackCoin,BLK,"60,733,578 BLK","$3.54M $3,538,456",11.10%,27.09%,$0.06 ,"$819,528 14,066,267 BLK"
UniMex Network,UMX,"6,914,689 UMX","$3.53M $3,532,964",12.99%,35.01%,$0.51 ,"$151,250 296,025 UMX"
U Network,UUU,"9,994,600,000 UUU","$3.52M $3,516,897",15.31%,24.55%,$0.00 ,"$354,412 1,007,196,465 UUU"
Seele-N,SEELE,"699,592,066 SEELE","$3.52M $3,517,600",14.78%,25.84%,$0.01 ,"$2,404,690 478,252,834 SEELE"
Quark,QRK,"272,752,480 QRK","$3.51M $3,512,741",12.01%,33.53%,$0.01 ,"$500 38,804 QRK"
Emercoin,EMC,"47,605,077 EMC","$3.50M $3,502,748",5.61%,26.30%,$0.07 ,"$123,433 1,677,552 EMC"
Dev Protocol,DEV,"1,118,005 DEV","$3.50M $3,498,952",13.89%,41.25%,$3.13 ,"$286,447 91,527 DEV"
Stealth,XST,"38,689,901 XST","$3.49M $3,487,081",3.58%,23.52%,$0.09 ,"$471 5,231 XST"
DAOstack,GEN,"48,507,939 GEN","$3.51M $3,508,918",6.23%,17.55%,$0.07 ,"$153,986 2,128,729 GEN"
UCA Coin,UCA,"2,032,859,250 UCA","$3.49M $3,493,574",44.12%,0.90%,$0.00 ,"$22,313 12,983,761 UCA"
DOC.COM,MTC,"765,839,062 MTC","$3.47M $3,469,097",8.53%,27.09%,$0.00 ,"$7,241 1,598,547 MTC"
Trittium,TRTT,"128,915,825 TRTT","$3.49M $3,488,403",7.27%,23.68%,$0.03 ,"$13,968 516,209 TRTT"
Alpaca Finance,ALPACA,"6,618,686 ALPACA","$3.39M $3,387,767",26.54%,40.12%,$0.51 ,"$1,399,669 2,734,536 ALPACA"
Raze Network,RAZE,"27,975,000 RAZE","$3.47M $3,467,693",17.16%,36.54%,$0.12 ,"$390,466 3,150,018 RAZE"
AXPR,AXPR,"279,674,001 AXPR","$3.42M $3,420,927",5.71%,40.99%,$0.01 ,"$153,972 12,587,804 AXPR"
Centaur,CNTR,"1,432,208,333 CNTR","$3.42M $3,424,270",16.84%,31.90%,$0.00 ,"$1,459,114 610,277,601 CNTR"
Spheroid Universe,SPH,"67,895,854 SPH","$3.41M $3,408,296",4.03%,10.64%,$0.05 ,"$175,747 3,501,007 SPH"
LinkEye,LET,"859,999,000 LET","$3.38M $3,376,249",18.71%,27.63%,$0.00 ,"$551,590 140,501,228 LET"
NextDAO,NAX,"1,993,299,597 NAX","$3.39M $3,394,524",6.68%,11.83%,$0.00 ,"$157,284 92,358,848 NAX"
INT,INT,"449,560,377 INT","$3.38M $3,378,194",7.71%,25.90%,$0.01 ,"$1,178,564 156,839,862 INT"
PotCoin,POT,"226,331,488 POT","$3.37M $3,365,893",18.71%,36.12%,$0.01 ,"$8,606 578,678 POT"
Tidal Finance,TIDAL,"865,226,229 TIDAL","$3.26M $3,255,283",17.20%,40.70%,$0.00 ,"$213,348 56,706,188 TIDAL"
Game.com,GTC,"761,444,190 GTC","$3.37M $3,368,429",11.77%,25.64%,$0.00 ,"$350,341 79,195,769 GTC"
Pantos,PAN,"27,478,346 PAN","$3.35M $3,352,904",12.53%,22.10%,$0.12 ,"$17,100 140,142 PAN"
HorusPay,HORUS,"872,861,114 HORUS","$3.33M $3,325,401",6.24%,27.35%,$0.00 ,--
Netbox Coin,NBX,"77,693,762 NBX","$3.34M $3,336,527",5.72%,19.09%,$0.04 ,"$142,364 3,315,055 NBX"
Unicly Mystic Axies Collection,UAXIE,"10,000,000 UAXIE","$3.31M $3,308,641",7.70%,27.11%,$0.33 ,"$9,456 28,581 UAXIE"
Flixxo,FLIXX,"84,323,675 FLIXX","$3.29M $3,288,690",16.88%,10.86%,$0.04 ,"$29,284 750,862 FLIXX"
Tower,TOWER,"223,496,545 TOWER","$3.29M $3,293,360",9.81%,32.97%,$0.01 ,"$108,032 7,331,324 TOWER"
TransferCoin,TX,"8,296,433 TX","$3.29M $3,293,608",3.21%,20.23%,$0.40 ,--
Insureum,ISR,"214,048,583 ISR","$3.56M $3,563,491",2.27%,33.39%,$0.02 ,"$187,337 11,252,820 ISR"
BSC Station,BSCS,"36,903,908 BSCS","$3.26M $3,264,567",19.59%,41.66%,$0.09 ,"$347,295 3,925,954 BSCS"
Aryacoin,AYA,"160,459,559 AYA","$3.26M $3,262,625",13.67%,27.69%,$0.02 ,"$17,075 839,762 AYA"
Ixcoin,IXC,"21,197,757 IXC","$3.26M $3,255,560",298.02%,27.05%,$0.15 ,$0 0 IXC
Gridcoin,GRC,"415,710,817 GRC","$3.26M $3,257,341",2.77%,19.63%,$0.01 ,"$9,890 1,262,134 GRC"
OptionRoom,ROOM,"12,197,822 ROOM","$3.23M $3,225,548",8.80%,34.62%,$0.26 ,"$308,837 1,167,906 ROOM"
Falconswap,FSW,"37,429,794 FSW","$3.22M $3,216,989",22.17%,13.17%,$0.09 ,"$205,043 2,385,684 FSW"
Vetri,VLD,"361,854,970 VLD","$3.21M $3,211,964",5.18%,33.98%,$0.01 ,--
Sint-Truidense Voetbalvereniging Fan Token,STV,"202,114 STV","$3.21M $3,213,824",10.63%,23.11%,$15.90 ,--
CoTrader,COT,"18,886,520,618 COT","$3.20M $3,204,970",6.97%,50.98%,$0.00 ,"$4,617 27,205,847 COT"
BitcoinPoS,BPS,"4,463,352 BPS","$3.20M $3,204,809",1.04%,20.83%,$0.72 ,"$2,803 3,903 BPS"
TronEuropeRewardCoin,TERC,"254,488,340 TERC","$3.18M $3,182,787",33.32%,26.97%,$0.01 ,--
Tokes,TKS,"199,999,574 TKS","$3.20M $3,202,871",0.08%,15.36%,$0.02 ,"$76 4,741 TKS"
Atlas Protocol,ATP,"2,576,066,703 ATP","$3.16M $3,164,320",14.65%,23.44%,$0.00 ,"$601,065 489,325,987 ATP"
DeFi Yield Protocol,DYP,"7,684,709 DYP","$3.20M $3,195,167",3.98%,28.53%,$0.42 ,"$563,555 1,355,407 DYP"
PhoenixDAO,PHNX,"59,595,770 PHNX","$3.04M $3,042,111",9.86%,37.40%,$0.05 ,"$104,408 2,045,373 PHNX"
ILCOIN,ILC,"724,112,487 ILC","$3.15M $3,145,003",3.46%,12.89%,$0.00 ,"$26,555 6,114,091 ILC"
Unification,FUND,"34,447,402 FUND","$3.15M $3,147,616",11.22%,23.34%,$0.09 ,"$11,799 129,129 FUND"
Open Platform,OPEN,"1,061,610,422 OPEN","$3.14M $3,143,366",11.53%,36.47%,$0.00 ,"$97,296 32,859,808 OPEN"
Xend Finance,XEND,"19,822,691 XEND","$3.13M $3,130,385",17.05%,53.66%,$0.16 ,"$1,322,814 8,376,519 XEND"
XMax,XMX,"12,828,091,198 XMX","$3.14M $3,140,451",15.97%,28.17%,$0.00 ,"$466,825 1,906,883,113 XMX"
RING X PLATFORM,RINGX,"272,624,009 RINGX","$3.15M $3,146,893",18.02%,59.99%,$0.01 ,"$129,860 11,250,147 RINGX"
FedoraCoin,TIPS,"212,269,865,434 TIPS","$3.17M $3,174,769",3.99%,34.29%,$0.00 ,"$165,135 11,041,149,883 TIPS"
Ycash,YEC,"11,270,106 YEC","$3.14M $3,142,966",11.43%,42.35%,$0.28 ,"$34,927 125,243 YEC"
Litex,LXT,"2,000,000,000 LXT","$3.14M $3,136,496",18.87%,33.27%,$0.00 ,"$797,489 508,521,969 LXT"
Scala,XLA,"10,198,043,968 XLA","$3.11M $3,114,227",6.64%,33.27%,$0.00 ,"$20,245 66,294,432 XLA"
SaTT,SATT,"3,244,898,181 SATT","$3.13M $3,131,878",3.95%,10.19%,$0.00 ,"$155,255 160,858,039 SATT"
Insights Network,INSTAR,"196,753,508 INSTAR","$3.11M $3,105,943",0.85%,47.22%,$0.02 ,"$8,186 518,565 INSTAR"
Databroker,DTX,"79,215,213 DTX","$3.11M $3,105,903",9.07%,20.16%,$0.04 ,"$543 13,850 DTX"
TurtleNetwork,TN,"88,335,911 TN","$3.08M $3,084,077",2.26%,0.40%,$0.03 ,"$12,786 366,217 TN"
Vidya,VIDYA,"37,455,178 VIDYA","$3.05M $3,053,475",14.77%,44.62%,$0.08 ,"$562,426 6,898,952 VIDYA"
Global Social Chain,GSC,"584,249,230 GSC","$3.04M $3,041,241",19.33%,31.63%,$0.01 ,"$105,311 20,231,183 GSC"
Thisoption,TONS,"5,514,569 TONS","$3.06M $3,062,528",26.65%,53.44%,$0.56 ,"$976,203 1,757,809 TONS"
OTOCASH,OTO,"36,820,723 OTO","$3.03M $3,027,840",0.37%,0.92%,$0.08 ,"$1,457 17,713 OTO"
Poolz Finance,POOLZ,"1,583,695 POOLZ","$3.02M $3,016,121",9.16%,51.01%,$1.90 ,"$1,025,686 538,564 POOLZ"
Education Ecosystem,LEDU,"236,710,413 LEDU","$3.00M $2,999,116",9.27%,1.09%,$0.01 ,"$139,279 10,992,866 LEDU"
Project WITH,WIKEN,"853,061,998 WIKEN","$3.00M $3,004,696",12.71%,47.95%,$0.00 ,"$296,064 84,055,514 WIKEN"
Shadows,DOWS,"11,762,500 DOWS","$3.03M $3,026,793",18.44%,36.39%,$0.26 ,"$518,289 2,014,137 DOWS"
Essentia,ESS,"1,419,218,032 ESS","$3.02M $3,020,597",9.38%,25.19%,$0.00 ,"$90,446 42,495,654 ESS"
HempCoin,THC,"262,275,414 THC","$3.00M $2,996,293",7.27%,19.13%,$0.01 ,"$1,236 108,213 THC"
ZooKeeper,ZOO,"19,699,411 ZOO","$3.02M $3,019,755",16.37%,44.63%,$0.15 ,"$127,499 831,739 ZOO"
Bird.Money,BIRD,"77,228 BIRD","$2.97M $2,974,599",2.91%,29.47%,$38.52 ,"$253,200 6,574 BIRD"
EXRNchain,EXRN,"92,500,000,000 EXRN","$2.97M $2,966,414",7.76%,42.97%,$0.00 ,"$28,733 895,971,892 EXRN"
0xBitcoin,0xBTC,"5,736,550 0xBTC","$2.72M $2,719,227",11.69%,26.92%,$0.47 ,"$411,682 868,494 0XBTC"
PlayFuel,PLF,"500,000,000 PLF","$2.90M $2,902,998",6.42%,23.68%,$0.01 ,"$3,443,593 593,109,809 PLF"
Natus Vincere Fan Token,NAVI,"1,001,066 NAVI","$2.93M $2,932,545",18.15%,20.80%,$2.93 ,--
DeFiner,FIN,"32,354,876 FIN","$2.94M $2,941,606",11.28%,29.21%,$0.09 ,"$322,381 3,545,881 FIN"
Portion,PRT,"190,937,845 PRT","$2.93M $2,931,114",11.35%,37.93%,$0.02 ,"$20,465 1,333,155 PRT"
KuboCoin,KUBO,"90,708,745,843 KUBO","$2.93M $2,926,850",3.24%,3.04%,$0.00 ,"$0 5,984 KUBO"
AnRKey X,$ANRX,"92,332,025 $ANRX","$2.91M $2,910,582",25.04%,34.23%,$0.03 ,"$75,375 2,391,106 $ANRX"
SonoCoin,SONO,"28,250,407 SONO","$2.91M $2,914,901",0.05%,0.55%,$0.10 ,"$134,321 1,301,800 SONO"
1World,1WO,"37,219,453 1WO","$2.90M $2,900,032",1.16%,19.90%,$0.08 ,"$7,318 93,922 1WO"
Unicly Hashmasks Collection,UMASK,"100,000,000 UMASK","$2.90M $2,896,385",5.98%,27.42%,$0.03 ,"$113 3,889 UMASK"
Iconic Token,ICNQ,"9,967,630 ICNQ","$2.77M $2,769,463",19.20%,40.84%,$0.28 ,"$9,966 35,869 ICNQ"
Cryptaur,CPT,"13,485,673,471 CPT","$2.82M $2,816,911",11.93%,31.31%,$0.00 ,"$6,429 30,778,012 CPT"
Coldstack,CLS,"1,504,975 CLS","$2.83M $2,834,229",7.68%,9.11%,$1.88 ,"$76,611 40,680 CLS"
Tripio,TRIO,"3,750,000,000 TRIO","$2.83M $2,827,238",4.34%,19.31%,$0.00 ,"$322,330 427,533,464 TRIO"
Zenfuse,ZEFU,"56,094,092 ZEFU","$2.80M $2,801,620",10.87%,54.07%,$0.05 ,"$154,672 3,096,856 ZEFU"
BitGreen,BITG,"11,941,077 BITG","$2.81M $2,811,698",2.00%,4.40%,$0.24 ,"$9,758 41,443 BITG"
SunContract,SNC,"122,707,503 SNC","$2.82M $2,821,740",10.21%,26.64%,$0.02 ,"$205,310 8,928,221 SNC"
Hush,HUSH,"10,427,077 HUSH","$2.75M $2,752,922",10.08%,50.06%,$0.26 ,"$38,776 146,869 HUSH"
